Producto,Categoría,Cantidad,Precio Total,Fecha
"Arroz Diana 1Kg","Granos y cereales",16,1193000.00,"2026-01-11 16:52:00"
"Arroz Roa 5Kg","Granos y cereales",8,1193000.00,"2026-01-11 16:52:00"
"Lentejas 500g","Granos y cereales",5,1193000.00,"2026-01-11 16:52:00"
"Frijol rojo 500g","Granos y cereales",4,1193000.00,"2026-01-11 16:52:00"
"Avena Quaker 400g","Granos y cereales",4,1193000.00,"2026-01-11 16:52:00"
"Pasta Doria Espagueti 250g","Granos y cereales",7,1193000.00,"2026-01-11 16:52:00"
"Harina de Trigo 1Kg","Granos y cereales",1,1193000.00,"2026-01-11 16:52:00"
"Leche Alqueria Entera 1L","Lacteos",14,1193000.00,"2026-01-11 16:52:00"
"Leche Colanta Deslactosada 1L","Lacteos",16,1193000.00,"2026-01-11 16:52:00"
"Yogurt Alpina 1L","Lacteos",4,1193000.00,"2026-01-11 16:52:00"
"Queso Campesino 500g","Lacteos",4,1193000.00,"2026-01-11 16:52:00"
"Mantequilla 250g","Lacteos",4,1193000.00,"2026-01-11 16:52:00"
"Coca-Cola 350ml","Bebidas",16,1193000.00,"2026-01-11 16:52:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",16,1193000.00,"2026-01-11 16:52:00"
"Jugo Hit Naranja 1L","Bebidas",5,1193000.00,"2026-01-11 16:52:00"
"Agua Cristal 600ml","Bebidas",10,1193000.00,"2026-01-11 16:52:00"
"Cerveza Poker 330ml","Bebidas",12,1193000.00,"2026-01-11 16:52:00"
"Jabon Rey 300g","Aseo",3,1193000.00,"2026-01-11 16:52:00"
"Cloro Blancox 500ml","Aseo",3,1193000.00,"2026-01-11 16:52:00"
"Cepillo de Dientes Colgate","Aseo",1,1193000.00,"2026-01-11 16:52:00"
"Atun Van Camps 160g","Enlatados",5,1193000.00,"2026-01-11 16:52:00"
"Sardina Isabel 170g","Enlatados",3,1193000.00,"2026-01-11 16:52:00"
"Frijoles enlatados Zenú 300g","Enlatados",7,1193000.00,"2026-01-11 16:52:00"
"Maiz tierno Zenú 300g","Enlatados",3,1193000.00,"2026-01-11 16:52:00"
"Salchicha Ranchera x5","Enlatados",1,1193000.00,"2026-01-11 16:52:00"
"Papas Margarita Natural 30g","Snacks",4,1193000.00,"2026-01-11 16:52:00"
"Galletas Festival Chocolate","Snacks",5,1193000.00,"2026-01-11 16:52:00"
"Chocolate Jet 50g","Snacks",5,1193000.00,"2026-01-11 16:52:00"
"Chocoramo","Snacks",14,1193000.00,"2026-01-11 16:52:00"
"Aceite Girasol 1L","Basicos hogar",13,1193000.00,"2026-01-11 16:52:00"
"Azucar Manuelita 1Kg","Basicos hogar",9,1193000.00,"2026-01-11 16:52:00"
"Cafe Sello Rojo 250g","Basicos hogar",8,1193000.00,"2026-01-11 16:52:00"
"Panela redonda 500g","Basicos hogar",7,1193000.00,"2026-01-11 16:52:00"
"Huevos x30 unidades","Basicos hogar",8,1193000.00,"2026-01-11 16:52:00"
"Agua Cristal 600ml","Bebidas",5,522400.00,"2026-01-10 15:21:00"
"Cerveza Poker 330ml","Bebidas",4,522400.00,"2026-01-10 15:21:00"
"Papel Higienico Familia x4","Aseo",7,522400.00,"2026-01-10 15:21:00"
"Sardina Isabel 170g","Enlatados",1,522400.00,"2026-01-10 15:21:00"
"Salchicha Ranchera x5","Enlatados",1,522400.00,"2026-01-10 15:21:00"
"Papas Margarita Natural 30g","Snacks",5,522400.00,"2026-01-10 15:21:00"
"Galletas Festival Chocolate","Snacks",16,522400.00,"2026-01-10 15:21:00"
"Chocolate Jet 50g","Snacks",3,522400.00,"2026-01-10 15:21:00"
"Chiclets Adams x3","Snacks",1,522400.00,"2026-01-10 15:21:00"
"Chocoramo","Snacks",8,522400.00,"2026-01-10 15:21:00"
"Aceite Girasol 1L","Basicos hogar",5,522400.00,"2026-01-10 15:21:00"
"Azucar Manuelita 1Kg","Basicos hogar",12,522400.00,"2026-01-10 15:21:00"
"Sal Refisal 1Kg","Basicos hogar",1,522400.00,"2026-01-10 15:21:00"
"Cafe Sello Rojo 250g","Basicos hogar",9,522400.00,"2026-01-10 15:21:00"
"Huevos x30 unidades","Basicos hogar",14,522400.00,"2026-01-10 15:21:00"
"Arroz Diana 1Kg","Granos y cereales",7,504100.00,"2026-01-10 15:04:00"
"Arroz Roa 5Kg","Granos y cereales",4,504100.00,"2026-01-10 15:04:00"
"Lentejas 500g","Granos y cereales",7,504100.00,"2026-01-10 15:04:00"
"Frijol rojo 500g","Granos y cereales",8,504100.00,"2026-01-10 15:04:00"
"Avena Quaker 400g","Granos y cereales",4,504100.00,"2026-01-10 15:04:00"
"Pasta Doria Espagueti 250g","Granos y cereales",14,504100.00,"2026-01-10 15:04:00"
"Harina de Trigo 1Kg","Granos y cereales",1,504100.00,"2026-01-10 15:04:00"
"Leche Alqueria Entera 1L","Lacteos",12,504100.00,"2026-01-10 15:04:00"
"Leche Colanta Deslactosada 1L","Lacteos",4,504100.00,"2026-01-10 15:04:00"
"Yogurt Alpina 1L","Lacteos",8,504100.00,"2026-01-10 15:04:00"
"Queso Campesino 500g","Lacteos",7,504100.00,"2026-01-10 15:04:00"
"Mantequilla 250g","Lacteos",3,504100.00,"2026-01-10 15:04:00"
"Coca-Cola 350ml","Bebidas",16,504100.00,"2026-01-10 15:04:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",7,504100.00,"2026-01-10 15:04:00"
"Jugo Hit Naranja 1L","Bebidas",7,504100.00,"2026-01-10 15:04:00"
"Arroz Diana 1Kg","Granos y cereales",6,245300.00,"2026-01-10 00:18:00"
"Arroz Roa 5Kg","Granos y cereales",3,245300.00,"2026-01-10 00:18:00"
"Lentejas 500g","Granos y cereales",11,245300.00,"2026-01-10 00:18:00"
"Frijol rojo 500g","Granos y cereales",5,245300.00,"2026-01-10 00:18:00"
"Avena Quaker 400g","Granos y cereales",2,245300.00,"2026-01-10 00:18:00"
"Leche Colanta Deslactosada 1L","Lacteos",6,245300.00,"2026-01-10 00:18:00"
"Yogurt Alpina 1L","Lacteos",4,245300.00,"2026-01-10 00:18:00"
"Queso Campesino 500g","Lacteos",2,245300.00,"2026-01-10 00:18:00"
"Mantequilla 250g","Lacteos",4,245300.00,"2026-01-10 00:18:00"
"Galletas Festival Chocolate","Snacks",7,336100.00,"2026-01-09 21:01:00"
"Chocolate Jet 50g","Snacks",5,336100.00,"2026-01-09 21:01:00"
"Chocoramo","Snacks",10,336100.00,"2026-01-09 21:01:00"
"Aceite Girasol 1L","Basicos hogar",9,336100.00,"2026-01-09 21:01:00"
"Azucar Manuelita 1Kg","Basicos hogar",7,336100.00,"2026-01-09 21:01:00"
"Cafe Sello Rojo 250g","Basicos hogar",11,336100.00,"2026-01-09 21:01:00"
"Huevos x30 unidades","Basicos hogar",6,336100.00,"2026-01-09 21:01:00"
"Coca-Cola 350ml","Bebidas",5,139700.00,"2026-01-09 13:53:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",4,139700.00,"2026-01-09 13:53:00"
"Jugo Hit Naranja 1L","Bebidas",3,139700.00,"2026-01-09 13:53:00"
"Agua Cristal 600ml","Bebidas",8,139700.00,"2026-01-09 13:53:00"
"Cerveza Poker 330ml","Bebidas",11,139700.00,"2026-01-09 13:53:00"
"Cloro Blancox 500ml","Aseo",2,139700.00,"2026-01-09 13:53:00"
"Frijoles enlatados Zenú 300g","Enlatados",2,139700.00,"2026-01-09 13:53:00"
"Salchicha Ranchera x5","Enlatados",4,139700.00,"2026-01-09 13:53:00"
"Papas Margarita Natural 30g","Snacks",12,139700.00,"2026-01-09 13:53:00"
"Chocoramo","Snacks",4,311400.00,"2026-01-09 00:24:00"
"Aceite Girasol 1L","Basicos hogar",3,311400.00,"2026-01-09 00:24:00"
"Azucar Manuelita 1Kg","Basicos hogar",8,311400.00,"2026-01-09 00:24:00"
"Cafe Sello Rojo 250g","Basicos hogar",10,311400.00,"2026-01-09 00:24:00"
"Panela redonda 500g","Basicos hogar",1,311400.00,"2026-01-09 00:24:00"
"Huevos x30 unidades","Basicos hogar",10,311400.00,"2026-01-09 00:24:00"
"Atun Van Camps 160g","Enlatados",1,58000.00,"2026-01-08 22:44:00"
"Sardina Isabel 170g","Enlatados",4,58000.00,"2026-01-08 22:44:00"
"Maiz tierno Zenú 300g","Enlatados",1,58000.00,"2026-01-08 22:44:00"
"Salchicha Ranchera x5","Enlatados",4,58000.00,"2026-01-08 22:44:00"
"Galletas Festival Chocolate","Snacks",7,58000.00,"2026-01-08 22:44:00"
"Chocolate Jet 50g","Snacks",1,58000.00,"2026-01-08 22:44:00"
"Arroz Diana 1Kg","Granos y cereales",3,166300.00,"2026-01-08 18:16:00"
"Lentejas 500g","Granos y cereales",8,166300.00,"2026-01-08 18:16:00"
"Frijol rojo 500g","Granos y cereales",10,166300.00,"2026-01-08 18:16:00"
"Pasta Doria Espagueti 250g","Granos y cereales",6,166300.00,"2026-01-08 18:16:00"
"Leche Alqueria Entera 1L","Lacteos",6,166300.00,"2026-01-08 18:16:00"
"Leche Colanta Deslactosada 1L","Lacteos",8,166300.00,"2026-01-08 18:16:00"
"Yogurt Alpina 1L","Lacteos",10,143000.00,"2026-01-08 17:01:00"
"Mantequilla 250g","Lacteos",2,143000.00,"2026-01-08 17:01:00"
"Coca-Cola 350ml","Bebidas",9,143000.00,"2026-01-08 17:01:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",11,143000.00,"2026-01-08 17:01:00"
"Agua Cristal 600ml","Bebidas",8,143000.00,"2026-01-08 17:01:00"
"Cerveza Poker 330ml","Bebidas",6,143000.00,"2026-01-08 17:01:00"
"Agua Cristal 600ml","Bebidas",6,61200.00,"2026-01-07 19:05:00"
"Cerveza Poker 330ml","Bebidas",10,61200.00,"2026-01-07 19:05:00"
"Papel Higienico Familia x4","Aseo",2,61200.00,"2026-01-07 19:05:00"
"Galletas Festival Chocolate","Snacks",3,61200.00,"2026-01-07 19:05:00"
"Chocolate Jet 50g","Snacks",2,61200.00,"2026-01-07 19:05:00"
"Arroz Diana 1Kg","Granos y cereales",10,213000.00,"2026-01-07 16:44:00"
"Arroz Roa 5Kg","Granos y cereales",7,213000.00,"2026-01-07 16:44:00"
"Pasta Doria Espagueti 250g","Granos y cereales",4,213000.00,"2026-01-07 16:44:00"
"Harina de Trigo 1Kg","Granos y cereales",1,213000.00,"2026-01-07 16:44:00"
"Leche Alqueria Entera 1L","Lacteos",4,213000.00,"2026-01-07 16:44:00"
"Leche Colanta Deslactosada 1L","Lacteos",11,132300.00,"2026-01-07 15:12:00"
"Yogurt Alpina 1L","Lacteos",5,132300.00,"2026-01-07 15:12:00"
"Mantequilla 250g","Lacteos",2,132300.00,"2026-01-07 15:12:00"
"Coca-Cola 350ml","Bebidas",8,132300.00,"2026-01-07 15:12:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",10,132300.00,"2026-01-07 15:12:00"
"Chocoramo","Snacks",7,217600.00,"2026-01-07 13:25:00"
"Azucar Manuelita 1Kg","Basicos hogar",3,217600.00,"2026-01-07 13:25:00"
"Cafe Sello Rojo 250g","Basicos hogar",12,217600.00,"2026-01-07 13:25:00"
"Huevos x30 unidades","Basicos hogar",6,217600.00,"2026-01-07 13:25:00"
"Arroz Roa 5Kg","Granos y cereales",4,226600.00,"2026-01-06 22:14:00"
"Lentejas 500g","Granos y cereales",3,226600.00,"2026-01-06 22:14:00"
"Frijol rojo 500g","Granos y cereales",10,226600.00,"2026-01-06 22:14:00"
"Pasta Doria Espagueti 250g","Granos y cereales",7,226600.00,"2026-01-06 22:14:00"
"Leche Alqueria Entera 1L","Lacteos",10,226600.00,"2026-01-06 22:14:00"
"Leche Colanta Deslactosada 1L","Lacteos",7,226600.00,"2026-01-06 22:14:00"
"Atun Van Camps 160g","Enlatados",1,66600.00,"2026-01-06 22:01:00"
"Sardina Isabel 170g","Enlatados",1,66600.00,"2026-01-06 22:01:00"
"Papas Margarita Natural 30g","Snacks",7,66600.00,"2026-01-06 22:01:00"
"Galletas Festival Chocolate","Snacks",12,66600.00,"2026-01-06 22:01:00"
"Chocolate Jet 50g","Snacks",1,66600.00,"2026-01-06 22:01:00"
"Chocoramo","Snacks",12,66600.00,"2026-01-06 22:01:00"
"Yogurt Alpina 1L","Lacteos",11,172700.00,"2026-01-06 15:12:00"
"Queso Campesino 500g","Lacteos",2,172700.00,"2026-01-06 15:12:00"
"Mantequilla 250g","Lacteos",4,172700.00,"2026-01-06 15:12:00"
"Coca-Cola 350ml","Bebidas",12,172700.00,"2026-01-06 15:12:00"
"Agua Cristal 600ml","Bebidas",8,172700.00,"2026-01-06 15:12:00"
"Cerveza Poker 330ml","Bebidas",11,172700.00,"2026-01-06 15:12:00"
"Aceite Girasol 1L","Basicos hogar",5,320100.00,"2026-01-06 14:10:00"
"Azucar Manuelita 1Kg","Basicos hogar",9,320100.00,"2026-01-06 14:10:00"
"Cafe Sello Rojo 250g","Basicos hogar",11,320100.00,"2026-01-06 14:10:00"
"Panela redonda 500g","Basicos hogar",2,320100.00,"2026-01-06 14:10:00"
"Huevos x30 unidades","Basicos hogar",9,320100.00,"2026-01-06 14:10:00"
"Frijoles enlatados Zenú 300g","Enlatados",5,241900.00,"2026-01-06 01:54:00"
"Papas Margarita Natural 30g","Snacks",4,241900.00,"2026-01-06 01:54:00"
"Galletas Festival Chocolate","Snacks",9,241900.00,"2026-01-06 01:54:00"
"Chocoramo","Snacks",3,241900.00,"2026-01-06 01:54:00"
"Aceite Girasol 1L","Basicos hogar",6,241900.00,"2026-01-06 01:54:00"
"Azucar Manuelita 1Kg","Basicos hogar",7,241900.00,"2026-01-06 01:54:00"
"Cafe Sello Rojo 250g","Basicos hogar",7,241900.00,"2026-01-06 01:54:00"
"Panela redonda 500g","Basicos hogar",4,241900.00,"2026-01-06 01:54:00"
"Huevos x30 unidades","Basicos hogar",3,241900.00,"2026-01-06 01:54:00"
"Yogurt Alpina 1L","Lacteos",3,83000.00,"2026-01-06 01:02:00"
"Coca-Cola 350ml","Bebidas",4,83000.00,"2026-01-06 01:02:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",5,83000.00,"2026-01-06 01:02:00"
"Jugo Hit Naranja 1L","Bebidas",2,83000.00,"2026-01-06 01:02:00"
"Agua Cristal 600ml","Bebidas",5,83000.00,"2026-01-06 01:02:00"
"Cerveza Poker 330ml","Bebidas",3,83000.00,"2026-01-06 01:02:00"
"Jabon Rey 300g","Aseo",1,83000.00,"2026-01-06 01:02:00"
"Papel Higienico Familia x4","Aseo",1,83000.00,"2026-01-06 01:02:00"
"Atun Van Camps 160g","Enlatados",2,83000.00,"2026-01-06 01:02:00"
"Arroz Diana 1Kg","Granos y cereales",5,244300.00,"2026-01-05 16:27:00"
"Arroz Roa 5Kg","Granos y cereales",6,244300.00,"2026-01-05 16:27:00"
"Lentejas 500g","Granos y cereales",5,244300.00,"2026-01-05 16:27:00"
"Frijol rojo 500g","Granos y cereales",4,244300.00,"2026-01-05 16:27:00"
"Avena Quaker 400g","Granos y cereales",2,244300.00,"2026-01-05 16:27:00"
"Pasta Doria Espagueti 250g","Granos y cereales",6,244300.00,"2026-01-05 16:27:00"
"Harina de Trigo 1Kg","Granos y cereales",4,244300.00,"2026-01-05 16:27:00"
"Leche Alqueria Entera 1L","Lacteos",3,244300.00,"2026-01-05 16:27:00"
"Leche Colanta Deslactosada 1L","Lacteos",3,244300.00,"2026-01-05 16:27:00"
"Chocoramo","Snacks",8,233600.00,"2026-01-05 01:29:00"
"Aceite Girasol 1L","Basicos hogar",8,233600.00,"2026-01-05 01:29:00"
"Azucar Manuelita 1Kg","Basicos hogar",5,233600.00,"2026-01-05 01:29:00"
"Cafe Sello Rojo 250g","Basicos hogar",5,233600.00,"2026-01-05 01:29:00"
"Huevos x30 unidades","Basicos hogar",5,233600.00,"2026-01-05 01:29:00"
"Arroz Diana 1Kg","Granos y cereales",9,421000.00,"2026-01-04 18:45:00"
"Arroz Roa 5Kg","Granos y cereales",10,421000.00,"2026-01-04 18:45:00"
"Lentejas 500g","Granos y cereales",7,421000.00,"2026-01-04 18:45:00"
"Frijol rojo 500g","Granos y cereales",10,421000.00,"2026-01-04 18:45:00"
"Avena Quaker 400g","Granos y cereales",4,421000.00,"2026-01-04 18:45:00"
"Pasta Doria Espagueti 250g","Granos y cereales",13,421000.00,"2026-01-04 18:45:00"
"Harina de Trigo 1Kg","Granos y cereales",7,421000.00,"2026-01-04 18:45:00"
"Leche Alqueria Entera 1L","Lacteos",8,421000.00,"2026-01-04 18:45:00"
"Cloro Blancox 500ml","Aseo",1,84200.00,"2026-01-04 16:04:00"
"Sardina Isabel 170g","Enlatados",5,84200.00,"2026-01-04 16:04:00"
"Frijoles enlatados Zenú 300g","Enlatados",5,84200.00,"2026-01-04 16:04:00"
"Salchicha Ranchera x5","Enlatados",1,84200.00,"2026-01-04 16:04:00"
"Papas Margarita Natural 30g","Snacks",5,84200.00,"2026-01-04 16:04:00"
"Galletas Festival Chocolate","Snacks",10,84200.00,"2026-01-04 16:04:00"
"Chocolate Jet 50g","Snacks",7,84200.00,"2026-01-04 16:04:00"
"Chiclets Adams x3","Snacks",3,84200.00,"2026-01-04 16:04:00"
"Leche Colanta Deslactosada 1L","Lacteos",7,283500.00,"2026-01-04 13:41:00"
"Yogurt Alpina 1L","Lacteos",10,283500.00,"2026-01-04 13:41:00"
"Queso Campesino 500g","Lacteos",5,283500.00,"2026-01-04 13:41:00"
"Coca-Cola 350ml","Bebidas",9,283500.00,"2026-01-04 13:41:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",16,283500.00,"2026-01-04 13:41:00"
"Agua Cristal 600ml","Bebidas",4,283500.00,"2026-01-04 13:41:00"
"Cerveza Poker 330ml","Bebidas",13,283500.00,"2026-01-04 13:41:00"
"Papel Higienico Familia x4","Aseo",7,283500.00,"2026-01-04 13:41:00"
"Detergente Fab 1Kg","Aseo",1,397600.00,"2026-01-03 20:11:00"
"Papel Higienico Familia x4","Aseo",1,397600.00,"2026-01-03 20:11:00"
"Atun Van Camps 160g","Enlatados",1,397600.00,"2026-01-03 20:11:00"
"Frijoles enlatados Zenú 300g","Enlatados",1,397600.00,"2026-01-03 20:11:00"
"Salchicha Ranchera x5","Enlatados",4,397600.00,"2026-01-03 20:11:00"
"Papas Margarita Natural 30g","Snacks",9,397600.00,"2026-01-03 20:11:00"
"Galletas Festival Chocolate","Snacks",7,397600.00,"2026-01-03 20:11:00"
"Chocolate Jet 50g","Snacks",4,397600.00,"2026-01-03 20:11:00"
"Chocoramo","Snacks",9,397600.00,"2026-01-03 20:11:00"
"Aceite Girasol 1L","Basicos hogar",4,397600.00,"2026-01-03 20:11:00"
"Azucar Manuelita 1Kg","Basicos hogar",16,397600.00,"2026-01-03 20:11:00"
"Cafe Sello Rojo 250g","Basicos hogar",4,397600.00,"2026-01-03 20:11:00"
"Panela redonda 500g","Basicos hogar",7,397600.00,"2026-01-03 20:11:00"
"Huevos x30 unidades","Basicos hogar",9,397600.00,"2026-01-03 20:11:00"
"Arroz Diana 1Kg","Granos y cereales",16,650700.00,"2026-01-03 18:01:00"
"Arroz Roa 5Kg","Granos y cereales",10,650700.00,"2026-01-03 18:01:00"
"Lentejas 500g","Granos y cereales",5,650700.00,"2026-01-03 18:01:00"
"Frijol rojo 500g","Granos y cereales",16,650700.00,"2026-01-03 18:01:00"
"Avena Quaker 400g","Granos y cereales",4,650700.00,"2026-01-03 18:01:00"
"Pasta Doria Espagueti 250g","Granos y cereales",4,650700.00,"2026-01-03 18:01:00"
"Harina de Trigo 1Kg","Granos y cereales",1,650700.00,"2026-01-03 18:01:00"
"Leche Alqueria Entera 1L","Lacteos",16,650700.00,"2026-01-03 18:01:00"
"Leche Colanta Deslactosada 1L","Lacteos",4,650700.00,"2026-01-03 18:01:00"
"Yogurt Alpina 1L","Lacteos",8,650700.00,"2026-01-03 18:01:00"
"Coca-Cola 350ml","Bebidas",16,650700.00,"2026-01-03 18:01:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",10,650700.00,"2026-01-03 18:01:00"
"Jugo Hit Naranja 1L","Bebidas",7,650700.00,"2026-01-03 18:01:00"
"Agua Cristal 600ml","Bebidas",12,650700.00,"2026-01-03 18:01:00"
"Cerveza Poker 330ml","Bebidas",7,650700.00,"2026-01-03 18:01:00"
"Arroz Diana 1Kg","Granos y cereales",4,1036900.00,"2026-01-02 19:14:00"
"Arroz Roa 5Kg","Granos y cereales",10,1036900.00,"2026-01-02 19:14:00"
"Lentejas 500g","Granos y cereales",8,1036900.00,"2026-01-02 19:14:00"
"Frijol rojo 500g","Granos y cereales",8,1036900.00,"2026-01-02 19:14:00"
"Pasta Doria Espagueti 250g","Granos y cereales",13,1036900.00,"2026-01-02 19:14:00"
"Harina de Trigo 1Kg","Granos y cereales",3,1036900.00,"2026-01-02 19:14:00"
"Leche Alqueria Entera 1L","Lacteos",6,1036900.00,"2026-01-02 19:14:00"
"Leche Colanta Deslactosada 1L","Lacteos",6,1036900.00,"2026-01-02 19:14:00"
"Yogurt Alpina 1L","Lacteos",15,1036900.00,"2026-01-02 19:14:00"
"Queso Campesino 500g","Lacteos",6,1036900.00,"2026-01-02 19:14:00"
"Mantequilla 250g","Lacteos",1,1036900.00,"2026-01-02 19:14:00"
"Coca-Cola 350ml","Bebidas",4,1036900.00,"2026-01-02 19:14:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",14,1036900.00,"2026-01-02 19:14:00"
"Jugo Hit Naranja 1L","Bebidas",1,1036900.00,"2026-01-02 19:14:00"
"Agua Cristal 600ml","Bebidas",8,1036900.00,"2026-01-02 19:14:00"
"Cerveza Poker 330ml","Bebidas",11,1036900.00,"2026-01-02 19:14:00"
"Papel Higienico Familia x4","Aseo",3,1036900.00,"2026-01-02 19:14:00"
"Atun Van Camps 160g","Enlatados",3,1036900.00,"2026-01-02 19:14:00"
"Sardina Isabel 170g","Enlatados",3,1036900.00,"2026-01-02 19:14:00"
"Frijoles enlatados Zenú 300g","Enlatados",7,1036900.00,"2026-01-02 19:14:00"
"Papas Margarita Natural 30g","Snacks",11,1036900.00,"2026-01-02 19:14:00"
"Galletas Festival Chocolate","Snacks",11,1036900.00,"2026-01-02 19:14:00"
"Chocolate Jet 50g","Snacks",7,1036900.00,"2026-01-02 19:14:00"
"Chiclets Adams x3","Snacks",3,1036900.00,"2026-01-02 19:14:00"
"Chocoramo","Snacks",10,1036900.00,"2026-01-02 19:14:00"
"Aceite Girasol 1L","Basicos hogar",7,1036900.00,"2026-01-02 19:14:00"
"Azucar Manuelita 1Kg","Basicos hogar",8,1036900.00,"2026-01-02 19:14:00"
"Cafe Sello Rojo 250g","Basicos hogar",10,1036900.00,"2026-01-02 19:14:00"
"Panela redonda 500g","Basicos hogar",3,1036900.00,"2026-01-02 19:14:00"
"Huevos x30 unidades","Basicos hogar",6,1036900.00,"2026-01-02 19:14:00"
"Papas Margarita Natural 30g","Snacks",10,485600.00,"2026-01-02 00:04:00"
"Galletas Festival Chocolate","Snacks",6,485600.00,"2026-01-02 00:04:00"
"Chocolate Jet 50g","Snacks",7,485600.00,"2026-01-02 00:04:00"
"Chocoramo","Snacks",7,485600.00,"2026-01-02 00:04:00"
"Aceite Girasol 1L","Basicos hogar",14,485600.00,"2026-01-02 00:04:00"
"Azucar Manuelita 1Kg","Basicos hogar",14,485600.00,"2026-01-02 00:04:00"
"Cafe Sello Rojo 250g","Basicos hogar",17,485600.00,"2026-01-02 00:04:00"
"Panela redonda 500g","Basicos hogar",4,485600.00,"2026-01-02 00:04:00"
"Huevos x30 unidades","Basicos hogar",6,485600.00,"2026-01-02 00:04:00"
"Queso Campesino 500g","Lacteos",7,225400.00,"2026-01-01 23:23:00"
"Mantequilla 250g","Lacteos",1,225400.00,"2026-01-01 23:23:00"
"Coca-Cola 350ml","Bebidas",14,225400.00,"2026-01-01 23:23:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",6,225400.00,"2026-01-01 23:23:00"
"Jugo Hit Naranja 1L","Bebidas",6,225400.00,"2026-01-01 23:23:00"
"Agua Cristal 600ml","Bebidas",10,225400.00,"2026-01-01 23:23:00"
"Cerveza Poker 330ml","Bebidas",14,225400.00,"2026-01-01 23:23:00"
"Papel Higienico Familia x4","Aseo",3,225400.00,"2026-01-01 23:23:00"
"Frijoles enlatados Zenú 300g","Enlatados",3,225400.00,"2026-01-01 23:23:00"
"Arroz Diana 1Kg","Granos y cereales",15,485300.00,"2026-01-01 17:15:00"
"Arroz Roa 5Kg","Granos y cereales",10,485300.00,"2026-01-01 17:15:00"
"Lentejas 500g","Granos y cereales",4,485300.00,"2026-01-01 17:15:00"
"Frijol rojo 500g","Granos y cereales",4,485300.00,"2026-01-01 17:15:00"
"Avena Quaker 400g","Granos y cereales",6,485300.00,"2026-01-01 17:15:00"
"Pasta Doria Espagueti 250g","Granos y cereales",15,485300.00,"2026-01-01 17:15:00"
"Leche Alqueria Entera 1L","Lacteos",15,485300.00,"2026-01-01 17:15:00"
"Leche Colanta Deslactosada 1L","Lacteos",4,485300.00,"2026-01-01 17:15:00"
"Yogurt Alpina 1L","Lacteos",6,485300.00,"2026-01-01 17:15:00"
"Arroz Diana 1Kg","Granos y cereales",5,417500.00,"2025-12-31 22:32:00"
"Arroz Roa 5Kg","Granos y cereales",7,417500.00,"2025-12-31 22:32:00"
"Lentejas 500g","Granos y cereales",4,417500.00,"2025-12-31 22:32:00"
"Frijol rojo 500g","Granos y cereales",7,417500.00,"2025-12-31 22:32:00"
"Avena Quaker 400g","Granos y cereales",2,417500.00,"2025-12-31 22:32:00"
"Pasta Doria Espagueti 250g","Granos y cereales",8,417500.00,"2025-12-31 22:32:00"
"Harina de Trigo 1Kg","Granos y cereales",3,417500.00,"2025-12-31 22:32:00"
"Leche Alqueria Entera 1L","Lacteos",7,417500.00,"2025-12-31 22:32:00"
"Leche Colanta Deslactosada 1L","Lacteos",10,417500.00,"2025-12-31 22:32:00"
"Yogurt Alpina 1L","Lacteos",6,417500.00,"2025-12-31 22:32:00"
"Coca-Cola 350ml","Bebidas",11,417500.00,"2025-12-31 22:32:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",7,417500.00,"2025-12-31 22:32:00"
"Jugo Hit Naranja 1L","Bebidas",1,417500.00,"2025-12-31 22:32:00"
"Agua Cristal 600ml","Bebidas",8,417500.00,"2025-12-31 22:32:00"
"Cerveza Poker 330ml","Bebidas",4,359400.00,"2025-12-31 15:00:00"
"Cloro Blancox 500ml","Aseo",1,359400.00,"2025-12-31 15:00:00"
"Atun Van Camps 160g","Enlatados",2,359400.00,"2025-12-31 15:00:00"
"Frijoles enlatados Zenú 300g","Enlatados",1,359400.00,"2025-12-31 15:00:00"
"Salchicha Ranchera x5","Enlatados",5,359400.00,"2025-12-31 15:00:00"
"Papas Margarita Natural 30g","Snacks",12,359400.00,"2025-12-31 15:00:00"
"Galletas Festival Chocolate","Snacks",8,359400.00,"2025-12-31 15:00:00"
"Chocolate Jet 50g","Snacks",4,359400.00,"2025-12-31 15:00:00"
"Chocoramo","Snacks",12,359400.00,"2025-12-31 15:00:00"
"Azucar Manuelita 1Kg","Basicos hogar",9,359400.00,"2025-12-31 15:00:00"
"Cafe Sello Rojo 250g","Basicos hogar",6,359400.00,"2025-12-31 15:00:00"
"Panela redonda 500g","Basicos hogar",2,359400.00,"2025-12-31 15:00:00"
"Huevos x30 unidades","Basicos hogar",9,359400.00,"2025-12-31 15:00:00"
"Arroz Diana 1Kg","Granos y cereales",4,491600.00,"2025-12-30 20:27:00"
"Arroz Roa 5Kg","Granos y cereales",10,491600.00,"2025-12-30 20:27:00"
"Lentejas 500g","Granos y cereales",3,491600.00,"2025-12-30 20:27:00"
